0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
229.0,198.0,136.0,1.0,0.0,21.0,1.0,68.0,10.0,13.0,4.0,0.0,0.0,3.0,3.1,926.0,19.8,4.67677,0.00505051,0.258427,0.686869
117.0,97.0,75.0,0.0,3.0,15.0,0.0,31.0,6.0,2.0,2.0,0.0,0.0,1.0,2.85714,521.0,13.8571,5.37113,0.0,0.173913,0.773196
85.0,71.0,58.0,2.0,1.0,13.0,1.0,23.0,2.0,5.0,2.0,0.0,0.0,2.0,1.75,314.0,8.875,4.42254,0.0,0.194444,0.816901
277.0,239.0,155.0,2.0,2.0,41.0,1.0,83.0,9.0,13.0,7.0,0.0,0.0,14.0,2.0,1219.0,12.5789,5.10042,0.0,0.177419,0.648536
118.0,99.0,72.0,0.0,0.0,11.0,0.0,32.0,3.0,5.0,1.0,0.0,0.0,5.0,2.11111,485.0,11.0,4.89899,0.0,0.186047,0.727273
148.0,122.0,84.0,0.0,5.0,20.0,1.0,40.0,9.0,4.0,1.0,0.0,0.0,5.0,3.25,537.0,15.25,4.40164,0.0,0.216667,0.688525
106.0,88.0,72.0,0.0,2.0,13.0,1.0,29.0,4.0,2.0,0.0,0.0,0.0,6.0,1.63636,429.0,8.0,4.875,0.0,0.142857,0.818182
176.0,160.0,94.0,0.0,1.0,29.0,0.0,48.0,2.0,7.0,7.0,0.0,0.0,9.0,1.77778,754.0,17.7778,4.7125,0.0,0.116883,0.5875
108.0,87.0,57.0,0.0,1.0,22.0,0.0,20.0,8.0,4.0,4.0,0.0,0.0,3.0,1.90909,411.0,7.90909,4.72414,0.0114943,0.285714,0.655172
103.0,84.0,65.0,0.0,0.0,15.0,2.0,23.0,8.0,4.0,2.0,0.0,0.0,4.0,2.11111,412.0,9.33333,4.90476,0.0,0.315789,0.77381
154.0,129.0,90.0,1.0,8.0,20.0,0.0,37.0,7.0,8.0,1.0,0.0,0.0,5.0,1.92308,608.0,9.92308,4.71318,0.0,0.263158,0.697674
148.0,118.0,97.0,0.0,0.0,27.0,3.0,28.0,6.0,3.0,1.0,4.0,0.0,18.0,1.66667,566.0,6.55556,4.79661,0.0,0.163636,0.822034
230.0,191.0,124.0,1.0,0.0,38.0,3.0,47.0,19.0,15.0,5.0,0.0,0.0,6.0,2.78571,969.0,13.6429,5.0733,0.0104712,0.4,0.649215
215.0,167.0,118.0,0.0,3.0,27.0,0.0,48.0,14.0,10.0,0.0,0.0,2.0,13.0,2.08696,844.0,7.26087,5.05389,0.0,0.32,0.706587
119.0,96.0,75.0,0.0,2.0,16.0,0.0,32.0,4.0,6.0,1.0,0.0,0.0,1.0,1.91667,502.0,8.0,5.22917,0.0,0.208333,0.78125
309.0,278.0,174.0,0.0,6.0,44.0,2.0,71.0,23.0,12.0,7.0,0.0,1.0,14.0,1.82353,1344.0,16.3529,4.83453,0.0,0.304348,0.625899
114.0,93.0,73.0,0.0,1.0,18.0,0.0,24.0,3.0,11.0,6.0,0.0,0.0,3.0,1.61538,452.0,7.15385,4.86022,0.0,0.333333,0.784946
146.0,120.0,92.0,0.0,3.0,20.0,0.0,39.0,9.0,7.0,0.0,1.0,0.0,6.0,2.0,612.0,9.23077,5.1,0.0,0.271186,0.766667
617.0,560.0,309.0,0.0,7.0,110.0,5.0,120.0,38.0,35.0,20.0,2.0,1.0,62.0,1.32558,2565.0,13.0233,4.58036,0.0,0.317391,0.551786
109.0,95.0,78.0,1.0,5.0,16.0,1.0,31.0,4.0,4.0,4.0,0.0,0.0,1.0,1.55556,465.0,10.5556,4.89474,0.0,0.170213,0.821053
121.0,103.0,73.0,2.0,0.0,16.0,2.0,28.0,1.0,3.0,1.0,5.0,0.0,18.0,3.6,437.0,20.6,4.24272,0.0,0.0909091,0.708738
98.0,75.0,57.0,0.0,2.0,12.0,1.0,23.0,5.0,1.0,0.0,0.0,0.0,8.0,4.6,342.0,15.0,4.56,0.0,0.171429,0.76
254.0,217.0,149.0,1.0,1.0,40.0,0.0,66.0,3.0,6.0,9.0,0.0,0.0,10.0,1.94737,1067.0,11.4211,4.91705,0.0,0.0849057,0.686636
80.0,63.0,42.0,1.0,0.0,13.0,1.0,17.0,5.0,6.0,0.0,0.0,0.0,5.0,3.4,292.0,12.6,4.63492,0.0,0.366667,0.666667
198.0,165.0,110.0,0.0,2.0,34.0,1.0,42.0,10.0,12.0,4.0,0.0,0.0,6.0,1.57143,777.0,7.85714,4.70909,0.0,0.289474,0.666667
323.0,284.0,176.0,2.0,3.0,39.0,2.0,85.0,15.0,13.0,5.0,0.0,0.0,16.0,1.77273,1425.0,12.9091,5.01761,0.0105634,0.225806,0.619718
232.0,186.0,126.0,1.0,2.0,29.0,3.0,54.0,15.0,10.0,6.0,0.0,0.0,10.0,3.28571,895.0,13.2857,4.81183,0.0,0.301205,0.677419
117.0,91.0,71.0,0.0,0.0,21.0,0.0,26.0,4.0,7.0,2.0,0.0,0.0,5.0,1.52941,446.0,5.35294,4.9011,0.0,0.234043,0.78022
109.0,91.0,68.0,0.0,7.0,18.0,2.0,26.0,5.0,3.0,1.0,0.0,0.0,6.0,1.8,436.0,9.1,4.79121,0.0,0.181818,0.747253
842.0,720.0,371.0,0.0,18.0,94.0,0.0,210.0,18.0,36.0,9.0,1.0,0.0,27.0,3.69697,3343.0,21.8182,4.64306,0.0,0.177632,0.515278
149.0,130.0,80.0,0.0,2.0,24.0,2.0,39.0,6.0,8.0,5.0,0.0,0.0,2.0,2.11111,610.0,14.4444,4.69231,0.0,0.222222,0.615385
192.0,170.0,114.0,0.0,0.0,43.0,0.0,44.0,3.0,8.0,7.0,0.0,0.0,10.0,1.29412,772.0,10.0,4.54118,0.0,0.126437,0.670588
211.0,182.0,123.0,0.0,4.0,26.0,3.0,56.0,9.0,10.0,2.0,0.0,0.0,9.0,2.23077,848.0,14.0,4.65934,0.0,0.231707,0.675824
609.0,548.0,296.0,1.0,4.0,82.0,4.0,157.0,27.0,23.0,12.0,0.0,0.0,31.0,1.90625,2805.0,17.125,5.11861,0.0,0.209205,0.540146
174.0,154.0,100.0,0.0,3.0,28.0,0.0,47.0,6.0,8.0,5.0,0.0,0.0,12.0,1.53846,726.0,11.8462,4.71429,0.0,0.186667,0.649351
90.0,73.0,61.0,0.0,1.0,18.0,3.0,14.0,8.0,4.0,3.0,1.0,0.0,7.0,2.125,354.0,9.125,4.84932,0.0,0.375,0.835616
190.0,167.0,114.0,1.0,0.0,29.0,0.0,51.0,6.0,7.0,2.0,0.0,0.0,9.0,2.3,869.0,16.7,5.20359,0.0,0.1625,0.682635
283.0,224.0,157.0,1.0,4.0,42.0,0.0,67.0,10.0,13.0,7.0,0.0,0.0,9.0,2.03448,1086.0,7.72414,4.84821,0.0,0.211009,0.700893
104.0,84.0,69.0,0.0,4.0,14.0,1.0,29.0,4.0,2.0,2.0,0.0,0.0,1.0,1.53846,397.0,6.46154,4.72619,0.0,0.139535,0.821429
351.0,299.0,194.0,2.0,5.0,44.0,1.0,94.0,24.0,12.0,9.0,0.0,0.0,15.0,2.16667,1514.0,12.4583,5.06355,0.0200669,0.26087,0.648829
291.0,248.0,161.0,0.0,11.0,34.0,0.0,80.0,6.0,8.0,3.0,1.0,0.0,17.0,3.58333,1188.0,20.6667,4.79032,0.0,0.122807,0.649194
161.0,136.0,89.0,0.0,7.0,23.0,0.0,44.0,8.0,2.0,3.0,0.0,0.0,5.0,3.57143,587.0,19.4286,4.31618,0.00735294,0.149254,0.654412
338.0,291.0,169.0,0.0,9.0,50.0,2.0,85.0,12.0,9.0,7.0,0.0,0.0,16.0,3.35714,1323.0,20.7857,4.54639,0.0103093,0.155556,0.580756
133.0,109.0,80.0,0.0,0.0,23.0,2.0,32.0,3.0,3.0,4.0,1.0,0.0,10.0,3.42857,518.0,15.5714,4.75229,0.0,0.109091,0.733945
213.0,173.0,125.0,1.0,0.0,28.0,3.0,45.0,9.0,12.0,3.0,0.0,0.0,15.0,2.22222,817.0,9.61111,4.72254,0.00578035,0.287671,0.722543
177.0,149.0,102.0,0.0,2.0,28.0,3.0,33.0,9.0,12.0,1.0,0.0,0.0,16.0,2.15385,665.0,11.4615,4.46309,0.0,0.344262,0.684564
195.0,166.0,116.0,0.0,7.0,26.0,0.0,51.0,6.0,8.0,2.0,0.0,0.0,10.0,1.8125,745.0,10.375,4.48795,0.0,0.181818,0.698795
273.0,232.0,144.0,0.0,9.0,38.0,2.0,67.0,6.0,12.0,8.0,0.0,0.0,9.0,2.05,1069.0,11.6,4.60776,0.00431034,0.171429,0.62069
212.0,178.0,120.0,0.0,6.0,38.0,4.0,42.0,8.0,15.0,7.0,1.0,0.0,17.0,1.78947,863.0,9.36842,4.84831,0.0,0.2875,0.674157
282.0,235.0,140.0,0.0,3.0,47.0,3.0,64.0,8.0,17.0,10.0,0.0,0.0,7.0,1.95833,1099.0,9.79167,4.6766,0.0,0.225225,0.595745
147.0,133.0,92.0,1.0,0.0,23.0,0.0,41.0,7.0,5.0,4.0,0.0,0.0,7.0,1.75,684.0,16.625,5.14286,0.0,0.1875,0.691729
405.0,347.0,198.0,0.0,5.0,68.0,4.0,100.0,18.0,17.0,6.0,1.0,0.0,16.0,2.52174,1736.0,15.087,5.00288,0.0,0.208333,0.570605
24.0,19.0,17.0,0.0,2.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.66667,90.0,6.33333,4.73684,0.0,0.0,0.894737
233.0,200.0,135.0,0.0,0.0,33.0,0.0,58.0,14.0,10.0,2.0,0.0,0.0,9.0,2.0625,1046.0,12.5,5.23,0.0,0.263736,0.675
276.0,232.0,156.0,0.0,4.0,38.0,0.0,64.0,9.0,12.0,4.0,1.0,0.0,21.0,3.14286,1060.0,16.5714,4.56897,0.00431034,0.205882,0.672414
157.0,132.0,97.0,0.0,1.0,28.0,1.0,38.0,3.0,7.0,7.0,0.0,0.0,3.0,3.57143,647.0,18.8571,4.90152,0.0,0.151515,0.734848
171.0,142.0,106.0,0.0,3.0,23.0,1.0,45.0,6.0,5.0,4.0,0.0,0.0,9.0,2.07143,683.0,10.1429,4.80986,0.0,0.161765,0.746479
302.0,242.0,140.0,0.0,7.0,41.0,3.0,61.0,16.0,22.0,4.0,8.0,0.0,20.0,1.62162,1104.0,6.54054,4.56198,0.0,0.372549,0.578512
106.0,93.0,67.0,0.0,0.0,21.0,1.0,24.0,2.0,5.0,2.0,0.0,0.0,9.0,1.44444,429.0,10.3333,4.6129,0.0,0.155556,0.72043
298.0,273.0,172.0,0.0,4.0,38.0,0.0,74.0,34.0,10.0,4.0,0.0,0.0,13.0,1.66667,1481.0,18.2,5.42491,0.00732601,0.392857,0.630037
149.0,131.0,89.0,1.0,2.0,26.0,1.0,41.0,5.0,7.0,7.0,0.0,0.0,2.0,1.38462,644.0,10.0769,4.91603,0.0,0.179104,0.679389
216.0,185.0,120.0,0.0,3.0,32.0,2.0,52.0,6.0,6.0,7.0,1.0,0.0,14.0,1.24,865.0,7.4,4.67568,0.0,0.142857,0.648649
200.0,182.0,121.0,0.0,8.0,35.0,0.0,55.0,3.0,11.0,3.0,0.0,0.0,15.0,2.57143,822.0,26.0,4.51648,0.00549451,0.155556,0.664835
230.0,199.0,131.0,0.0,3.0,37.0,1.0,59.0,17.0,11.0,9.0,0.0,0.0,9.0,2.06667,1023.0,13.2667,5.1407,0.00502513,0.291667,0.658291
113.0,96.0,64.0,0.0,4.0,20.0,1.0,23.0,4.0,10.0,2.0,1.0,0.0,7.0,1.41667,404.0,8.0,4.20833,0.0,0.325581,0.666667
138.0,112.0,80.0,0.0,7.0,24.0,3.0,27.0,4.0,9.0,2.0,0.0,0.0,6.0,1.85714,543.0,8.0,4.84821,0.0,0.254902,0.714286
177.0,154.0,98.0,0.0,0.0,26.0,2.0,47.0,7.0,3.0,3.0,0.0,0.0,7.0,1.91667,740.0,12.8333,4.80519,0.0,0.136986,0.636364
107.0,93.0,75.0,0.0,1.0,24.0,1.0,24.0,4.0,7.0,4.0,0.0,0.0,7.0,1.55556,472.0,10.3333,5.07527,0.0,0.229167,0.806452
154.0,137.0,92.0,0.0,3.0,35.0,0.0,35.0,5.0,4.0,6.0,0.0,0.0,8.0,1.7,652.0,13.7,4.75912,0.0,0.128571,0.671533
284.0,232.0,162.0,2.0,1.0,41.0,6.0,75.0,11.0,10.0,7.0,0.0,0.0,10.0,2.47619,1161.0,11.0476,5.00431,0.0,0.181034,0.698276
371.0,301.0,215.0,0.0,25.0,57.0,4.0,74.0,26.0,19.0,8.0,0.0,1.0,39.0,2.1875,1542.0,9.40625,5.12292,0.0,0.343511,0.714286
142.0,118.0,87.0,0.0,5.0,13.0,0.0,41.0,3.0,5.0,1.0,0.0,0.0,6.0,3.0,566.0,14.75,4.79661,0.0,0.148148,0.737288
174.0,143.0,97.0,0.0,0.0,16.0,0.0,42.0,12.0,3.0,2.0,0.0,0.0,6.0,3.44444,704.0,15.8889,4.92308,0.0,0.258621,0.678322
436.0,385.0,210.0,3.0,14.0,52.0,0.0,120.0,7.0,11.0,9.0,0.0,0.0,11.0,2.68421,1847.0,20.2632,4.7974,0.0,0.104651,0.545455
248.0,197.0,141.0,0.0,5.0,34.0,1.0,64.0,16.0,10.0,4.0,0.0,0.0,8.0,2.55,1026.0,9.85,5.20812,0.0,0.265306,0.715736
200.0,181.0,124.0,0.0,1.0,33.0,1.0,53.0,8.0,11.0,8.0,0.0,0.0,12.0,1.9,899.0,18.1,4.96685,0.0,0.22093,0.685083
221.0,183.0,129.0,0.0,3.0,38.0,0.0,51.0,7.0,7.0,2.0,4.0,0.0,21.0,2.375,880.0,11.4375,4.80874,0.00546448,0.157303,0.704918
125.0,108.0,75.0,0.0,3.0,18.0,0.0,33.0,5.0,2.0,5.0,0.0,0.0,2.0,1.88889,503.0,12.0,4.65741,0.0,0.137255,0.694444
129.0,100.0,74.0,0.0,0.0,21.0,0.0,27.0,3.0,9.0,2.0,0.0,0.0,6.0,2.07143,493.0,7.14286,4.93,0.0,0.25,0.74
16.0,14.0,13.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.666667,56.0,4.66667,4.0,0.0,0.0,0.928571
78.0,65.0,57.0,0.0,0.0,12.0,1.0,18.0,5.0,4.0,0.0,0.0,0.0,0.0,2.16667,315.0,10.8333,4.84615,0.0153846,0.3,0.876923
260.0,207.0,140.0,1.0,2.0,50.0,2.0,46.0,11.0,12.0,7.0,1.0,0.0,12.0,2.03846,912.0,7.96154,4.4058,0.0,0.239583,0.676328
230.0,194.0,137.0,1.0,1.0,33.0,2.0,57.0,22.0,9.0,8.0,0.0,0.0,4.0,2.0,1005.0,10.7778,5.18041,0.0,0.344444,0.706186
166.0,133.0,88.0,0.0,1.0,22.0,1.0,38.0,3.0,7.0,3.0,0.0,1.0,9.0,2.75,625.0,11.0833,4.69925,0.0,0.166667,0.661654
209.0,185.0,102.0,0.0,0.0,31.0,2.0,55.0,7.0,6.0,4.0,0.0,0.0,9.0,2.0,892.0,15.4167,4.82162,0.00540541,0.151163,0.551351
225.0,191.0,130.0,0.0,12.0,33.0,1.0,64.0,1.0,3.0,6.0,0.0,0.0,5.0,3.4,934.0,19.1,4.89005,0.0,0.0412371,0.680628
135.0,117.0,74.0,0.0,4.0,24.0,3.0,40.0,3.0,2.0,6.0,0.0,0.0,1.0,1.8,563.0,11.7,4.81197,0.0,0.078125,0.632479
159.0,129.0,92.0,0.0,1.0,20.0,0.0,47.0,8.0,5.0,0.0,0.0,0.0,5.0,1.76471,634.0,7.58824,4.91473,0.0,0.19403,0.713178
318.0,281.0,173.0,0.0,1.0,56.0,1.0,71.0,12.0,15.0,4.0,4.0,0.0,32.0,2.46667,1329.0,18.7333,4.72954,0.00355872,0.212598,0.615658
184.0,164.0,106.0,0.0,3.0,30.0,2.0,53.0,6.0,10.0,5.0,0.0,0.0,10.0,2.22222,758.0,18.2222,4.62195,0.0,0.192771,0.646341
180.0,144.0,103.0,1.0,1.0,27.0,2.0,44.0,5.0,7.0,5.0,0.0,0.0,10.0,3.6,671.0,14.4,4.65972,0.00694444,0.169014,0.715278
142.0,120.0,81.0,0.0,4.0,17.0,2.0,37.0,1.0,3.0,2.0,0.0,0.0,3.0,3.14286,598.0,17.1429,4.98333,0.0,0.0740741,0.675
261.0,210.0,138.0,0.0,3.0,40.0,3.0,57.0,9.0,9.0,4.0,3.0,0.0,15.0,2.04,1030.0,8.4,4.90476,0.0,0.185567,0.657143
338.0,291.0,180.0,0.0,2.0,57.0,0.0,60.0,17.0,22.0,5.0,0.0,2.0,36.0,1.95833,1395.0,12.125,4.79381,0.0,0.333333,0.618557
222.0,188.0,115.0,0.0,7.0,28.0,1.0,61.0,9.0,6.0,3.0,0.0,0.0,6.0,3.09091,921.0,17.0909,4.89894,0.0,0.168539,0.611702
170.0,138.0,97.0,0.0,1.0,26.0,1.0,39.0,10.0,4.0,9.0,0.0,0.0,8.0,1.88235,681.0,8.11765,4.93478,0.0,0.215385,0.702899
248.0,230.0,137.0,0.0,0.0,45.0,1.0,59.0,10.0,19.0,7.0,0.0,0.0,13.0,1.38462,1052.0,17.6923,4.57391,0.0,0.278846,0.595652
240.0,205.0,132.0,1.0,5.0,42.0,1.0,55.0,10.0,10.0,8.0,0.0,0.0,12.0,2.5,947.0,14.6429,4.61951,0.0,0.206186,0.643902
129.0,103.0,77.0,0.0,3.0,16.0,1.0,30.0,2.0,5.0,2.0,0.0,0.0,7.0,2.36364,513.0,9.36364,4.98058,0.0,0.152174,0.747573
691.0,593.0,308.0,1.0,0.0,103.0,6.0,146.0,28.0,39.0,10.0,5.0,3.0,59.0,2.9697,2844.0,17.9697,4.79595,0.00674536,0.269076,0.519393
251.0,212.0,133.0,0.0,2.0,31.0,0.0,69.0,12.0,10.0,3.0,0.0,0.0,6.0,1.95,1118.0,10.6,5.27358,0.00471698,0.22,0.627358
117.0,96.0,71.0,1.0,1.0,19.0,1.0,24.0,2.0,4.0,1.0,1.0,0.0,11.0,1.75,484.0,8.0,5.04167,0.0,0.139535,0.739583
485.0,397.0,227.0,0.0,7.0,78.0,4.0,112.0,15.0,27.0,4.0,2.0,0.0,29.0,2.04651,1861.0,9.23256,4.68766,0.00251889,0.221053,0.571788
316.0,266.0,169.0,0.0,6.0,43.0,6.0,72.0,12.0,18.0,3.0,0.0,0.0,14.0,2.08333,1284.0,11.0833,4.82707,0.0,0.26087,0.635338
85.0,69.0,57.0,1.0,2.0,13.0,0.0,25.0,5.0,0.0,2.0,0.0,0.0,3.0,2.28571,385.0,9.85714,5.57971,0.0,0.131579,0.826087
416.0,362.0,222.0,1.0,0.0,68.0,3.0,94.0,22.0,23.0,12.0,0.0,0.0,34.0,1.8,1838.0,12.0667,5.07735,0.00276243,0.277778,0.61326
120.0,96.0,75.0,0.0,0.0,17.0,0.0,32.0,5.0,4.0,2.0,0.0,0.0,3.0,3.0,514.0,12.0,5.35417,0.0416667,0.183673,0.78125
173.0,162.0,116.0,0.0,2.0,24.0,2.0,48.0,8.0,9.0,6.0,0.0,0.0,9.0,1.22222,811.0,18.0,5.00617,0.0,0.236111,0.716049
223.0,186.0,105.0,0.0,5.0,31.0,4.0,57.0,13.0,4.0,4.0,0.0,0.0,8.0,1.94737,864.0,9.78947,4.64516,0.0,0.193182,0.564516
158.0,135.0,93.0,0.0,9.0,19.0,3.0,42.0,5.0,9.0,2.0,0.0,0.0,2.0,1.91667,618.0,11.25,4.57778,0.0,0.229508,0.688889
107.0,86.0,69.0,0.0,12.0,4.0,0.0,25.0,2.0,0.0,0.0,0.0,0.0,2.0,5.25,361.0,21.5,4.19767,0.0,0.0689655,0.802326
189.0,160.0,104.0,0.0,1.0,26.0,1.0,48.0,7.0,7.0,2.0,0.0,0.0,10.0,2.63636,799.0,14.5455,4.99375,0.0,0.189189,0.65
409.0,378.0,210.0,2.0,29.0,48.0,2.0,122.0,29.0,9.0,4.0,0.0,0.0,12.0,1.63158,1889.0,19.8947,4.99735,0.0026455,0.223529,0.555556
160.0,137.0,104.0,0.0,3.0,24.0,0.0,36.0,10.0,8.0,1.0,2.0,0.0,10.0,1.4375,651.0,8.5625,4.75182,0.0218978,0.3,0.759124
215.0,182.0,120.0,0.0,0.0,42.0,0.0,53.0,6.0,10.0,7.0,2.0,0.0,15.0,3.0,866.0,16.5455,4.75824,0.0,0.168421,0.659341
116.0,95.0,79.0,0.0,5.0,24.0,0.0,22.0,3.0,9.0,4.0,0.0,0.0,10.0,2.1,461.0,9.5,4.85263,0.0,0.26087,0.831579
224.0,198.0,147.0,0.0,9.0,33.0,3.0,55.0,7.0,9.0,3.0,0.0,1.0,9.0,1.85714,951.0,14.1429,4.80303,0.0,0.181818,0.742424
289.0,257.0,151.0,1.0,9.0,33.0,2.0,75.0,10.0,7.0,5.0,0.0,0.0,5.0,2.28571,1174.0,18.3571,4.56809,0.00389105,0.157407,0.587549
376.0,352.0,214.0,0.0,3.0,45.0,6.0,96.0,24.0,12.0,8.0,0.0,1.0,22.0,1.5,1655.0,22.0,4.7017,0.0,0.255319,0.607955
610.0,515.0,283.0,0.0,9.0,101.0,4.0,133.0,17.0,28.0,17.0,5.0,0.0,48.0,2.375,2511.0,12.875,4.87573,0.00194175,0.192308,0.549515
224.0,200.0,129.0,0.0,8.0,32.0,1.0,66.0,9.0,8.0,6.0,0.0,0.0,10.0,1.71429,991.0,14.2857,4.955,0.005,0.173469,0.645
78.0,65.0,53.0,0.0,2.0,18.0,1.0,18.0,1.0,3.0,4.0,0.0,0.0,5.0,1.625,311.0,8.125,4.78462,0.0153846,0.111111,0.815385
273.0,237.0,147.0,0.0,2.0,48.0,4.0,67.0,10.0,10.0,7.0,2.0,0.0,19.0,2.0,1108.0,13.1667,4.67511,0.00421941,0.173913,0.620253
172.0,145.0,108.0,0.0,2.0,21.0,0.0,48.0,6.0,6.0,3.0,0.0,0.0,6.0,2.25,699.0,12.0833,4.82069,0.0,0.173913,0.744828
149.0,122.0,102.0,0.0,4.0,21.0,2.0,37.0,6.0,5.0,4.0,0.0,0.0,8.0,1.8,621.0,8.13333,5.09016,0.0,0.189655,0.836066
220.0,182.0,114.0,0.0,3.0,31.0,1.0,55.0,11.0,4.0,4.0,0.0,0.0,20.0,3.16667,913.0,15.1667,5.01648,0.0,0.174419,0.626374
118.0,98.0,65.0,0.0,1.0,16.0,0.0,27.0,6.0,8.0,2.0,0.0,1.0,8.0,3.33333,515.0,16.3333,5.2551,0.0,0.325581,0.663265
122.0,110.0,68.0,0.0,3.0,22.0,1.0,30.0,5.0,2.0,3.0,0.0,0.0,7.0,1.2,528.0,11.0,4.8,0.0,0.134615,0.618182
